a,b,c,d,e,f,g,h,i,j,k,l
0.031723,0.184148,0.105527,-0.051829,-0.005683,0.997446,-0.042668,-0.007905,0.999058,0,2019/1/23 10:01,2019/1/23 10:01
0.129803,0.225835,0.099492,-0.048536,-0.01275,0.99523,-0.042942,-0.008034,0.999045,0,2019/1/23 10:01,2019/1/23 10:01
0.100221,0.158226,0.099627,-0.043292,-0.013325,0.99723,-0.04292,-0.008037,0.999046,0,2019/1/23 10:01,2019/1/23 10:01
0.090653,0.136219,0.090266,-0.05084,-0.01145,0.989615,-0.043037,-0.008115,0.999041,0,2019/1/23 10:01,2019/1/23 10:01
0.149893,0.229473,0.124229,-0.049139,-0.014535,1.001576,-0.043038,-0.008103,0.999041,0,2019/1/23 10:01,2019/1/23 10:01
0.112087,0.18571,0.017934,-0.043096,-0.009419,0.990164,-0.044122,-0.008679,0.998988,0,2019/1/23 10:01,2019/1/23 10:01
0.155663,0.145842,0.022439,-0.041673,-0.016149,0.992019,-0.044098,-0.008667,0.99899,0,2019/1/23 10:01,2019/1/23 10:01
0.166845,0.143623,0.002074,-0.047788,-0.011732,1.001725,-0.044146,-0.00869,0.998987,0,2019/1/23 10:01,2019/1/23 10:01
0.109245,0.194304,-0.011354,-0.048324,-0.010453,0.992167,-0.044137,-0.008693,0.998988,0,2019/1/23 10:01,2019/1/23 10:01
0.184754,0.240142,0.008712,-0.041267,-0.014243,1.002436,-0.044221,-0.008718,0.998984,0,2019/1/23 10:01,2019/1/23 10:01
0.176519,0.197305,0.054641,-0.042629,-0.009299,0.99712,-0.044213,-0.008699,0.998984,0,2019/1/23 10:01,2019/1/23 10:01
0.216963,0.199045,0.032766,-0.048535,-0.009733,0.994788,-0.044258,-0.008697,0.998982,0,2019/1/23 10:01,2019/1/23 10:01
0.203624,0.287576,0.028176,-0.048405,-0.008771,1.003805,-0.044278,-0.008671,0.998982,0,2019/1/23 10:01,2019/1/23 10:01
0.198373,0.272364,0.058018,-0.045395,-0.004193,0.992567,-0.044339,-0.008669,0.998979,0,2019/1/23 10:01,2019/1/23 10:01
0.252685,0.193047,0.075594,-0.046326,-0.010362,0.997906,-0.044331,-0.008627,0.99898,0,2019/1/23 10:01,2019/1/23 10:01
0.18027,0.142118,0.064802,-0.049922,-0.004584,0.999028,-0.044367,-0.008637,0.998978,0,2019/1/23 10:01,2019/1/23 10:01
0.234749,0.224809,0.112824,-0.049355,-0.006634,0.996818,-0.044369,-0.0086,0.998978,0,2019/1/23 10:01,2019/1/23 10:01
0.16518,0.249601,0.053132,-0.044941,-0.011361,1.004433,-0.044487,-0.00864,0.998973,0,2019/1/23 10:01,2019/1/23 10:01
0.038605,0.113211,0.054372,-0.047234,-0.006805,0.994147,-0.044455,-0.008663,0.998974,0,2019/1/23 10:01,2019/1/23 10:01
0.071342,0.167639,0.00094,-0.052417,-0.010013,0.998322,-0.044543,-0.008726,0.998969,0,2019/1/23 10:01,2019/1/23 10:01
0.079744,0.213409,-0.008317,-0.046584,-0.005581,0.999115,-0.044542,-0.008737,0.998969,0,2019/1/23 10:01,2019/1/23 10:01
0.042989,0.147205,0.055278,-0.042868,-0.007992,0.991002,-0.044572,-0.008782,0.998968,0,2019/1/23 10:01,2019/1/23 10:01
0.068481,0.128768,0.004008,-0.047196,-0.010144,0.999533,-0.044545,-0.008797,0.998969,0,2019/1/23 10:01,2019/1/23 10:01
0.033922,0.149994,0.045664,-0.047896,-0.005007,0.994295,-0.044573,-0.008842,0.998967,0,2019/1/23 10:01,2019/1/23 10:01
0.13534,0.217388,-0.035894,-0.044918,-0.01162,0.995464,-0.044573,-0.008837,0.998967,0,2019/1/23 10:01,2019/1/23 10:01
0.129255,0.211639,0.084879,-0.041288,-0.011485,1.000517,-0.04473,-0.008905,0.998959,0,2019/1/23 10:01,2019/1/23 10:01
0.055957,0.148651,0.047623,-0.046799,-0.008305,0.993438,-0.044709,-0.008923,0.99896,0,2019/1/23 10:01,2019/1/23 10:01
0.113774,0.215119,0.077221,-0.051382,-0.012922,1.001948,-0.044902,-0.009011,0.998951,0,2019/1/23 10:01,2019/1/23 10:01
0.108251,0.196599,0.093687,-0.044011,-0.008054,0.999255,-0.044896,-0.009013,0.998951,0,2019/1/23 10:01,2019/1/23 10:01
0.10823,0.197896,0.087106,-0.042492,-0.014161,0.993287,-0.045001,-0.009069,0.998946,0,2019/1/23 10:01,2019/1/23 10:01
0.098484,0.206981,0.044424,-0.046718,-0.012855,1.001527,-0.044998,-0.009074,0.998946,0,2019/1/23 10:01,2019/1/23 10:01
0.112688,0.224644,0.084333,-0.050137,-0.00635,0.99363,-0.045106,-0.009124,0.998941,0,2019/1/23 10:01,2019/1/23 10:01
0.185581,0.232957,0.015363,-0.047369,-0.016013,0.99728,-0.045112,-0.009104,0.99894,0,2019/1/23 10:01,2019/1/23 10:01
0.133283,0.154879,0.061303,-0.042718,-0.011353,1.001915,-0.045176,-0.009143,0.998937,0,2019/1/23 10:01,2019/1/23 10:01
0.17349,0.176601,0.083208,-0.050052,-0.00755,0.990295,-0.045165,-0.009125,0.998938,0,2019/1/23 10:01,2019/1/23 10:01
0.200447,0.24829,0.074516,-0.050155,-0.008914,1.000694,-0.045207,-0.009114,0.998936,0,2019/1/23 10:01,2019/1/23 10:01
0.131891,0.157534,0.020867,-0.042623,-0.005253,0.994537,-0.045189,-0.00911,0.998937,0,2019/1/23 10:01,2019/1/23 10:01
0.243759,0.078405,0.033602,-0.045324,-0.013533,0.994678,-0.04516,-0.009077,0.998939,0,2019/1/23 10:01,2019/1/23 10:01
0.246362,0.15,0.063085,-0.048636,-0.009458,1.004214,-0.045141,-0.009037,0.99894,0,2019/1/23 10:01,2019/1/23 10:01
0.138791,0.181607,0.037692,-0.050654,-0.003561,0.996271,-0.045407,-0.00915,0.998927,0,2019/1/23 10:01,2019/1/23 10:01
0.183929,0.227058,0.062184,-0.045163,-0.012076,1.001351,-0.045411,-0.009129,0.998927,0,2019/1/23 10:01,2019/1/23 10:01
0.112165,0.144858,0.050576,-0.04307,-0.008487,1.000252,-0.045446,-0.009156,0.998925,0,2019/1/23 10:01,2019/1/23 10:01
0.097842,0.185779,0.051544,-0.048148,-0.0078,0.993001,-0.045438,-0.009162,0.998925,0,2019/1/23 10:01,2019/1/23 10:01
0.172573,0.233549,0.076353,-0.046902,-0.008084,1.00396,-0.045485,-0.009161,0.998923,0,2019/1/23 10:01,2019/1/23 10:01
0.124645,0.180846,0.119761,-0.044872,-0.003197,0.996997,-0.045475,-0.009157,0.998923,0,2019/1/23 10:01,2019/1/23 10:01
0.103744,0.180287,0.022886,-0.044053,-0.012115,0.995851,-0.045651,-0.009236,0.998915,0,2019/1/23 10:01,2019/1/23 10:01
0.112882,0.142516,0.094767,-0.048475,-0.008114,1.000975,-0.04563,-0.009236,0.998916,0,2019/1/23 10:01,2019/1/23 10:01
0.108769,0.213526,0.038916,-0.046413,-0.005739,0.992185,-0.046067,-0.009381,0.998894,0,2019/1/23 10:01,2019/1/23 10:01
0.118869,0.253917,0.08954,-0.042894,-0.013542,1.001056,-0.04608,-0.00938,0.998894,0,2019/1/23 10:01,2019/1/23 10:01
0.031165,0.136081,-0.016412,-0.043619,-0.005948,0.995658,-0.046062,-0.009408,0.998894,0,2019/1/23 10:01,2019/1/23 10:01
0.102281,0.176854,0.095021,-0.050137,-0.012181,0.993491,-0.046052,-0.009412,0.998895,0,2019/1/23 10:01,2019/1/23 10:01
0.084848,0.236311,0.04793,-0.046471,-0.010029,1.004808,-0.046084,-0.009432,0.998893,0,2019/1/23 10:01,2019/1/23 10:01
0.01783,0.21167,0.094702,-0.04521,-0.0064,0.989975,-0.046084,-0.009461,0.998893,0,2019/1/23 10:01,2019/1/23 10:01
0.110164,0.181298,0.009019,-0.046193,-0.014246,0.995799,-0.046118,-0.009483,0.998891,0,2019/1/23 10:01,2019/1/23 10:01
0.095939,0.174649,0.017979,-0.047692,-0.009048,1.003988,-0.046107,-0.009489,0.998891,0,2019/1/23 10:01,2019/1/23 10:01
0.118217,0.252882,0.055245,-0.048055,-0.009876,0.996575,-0.04614,-0.009497,0.99889,0,2019/1/23 10:01,2019/1/23 10:01
0.092074,0.213685,0.078062,-0.045016,-0.014269,1.003931,-0.046141,-0.009505,0.99889,0,2019/1/23 10:01,2019/1/23 10:01
0.03044,0.113848,0.080232,-0.049426,-0.007733,0.994706,-0.046117,-0.009532,0.998891,0,2019/1/23 10:01,2019/1/23 10:01
0.135334,0.164095,0.039028,-0.048253,-0.011682,0.994234,-0.046103,-0.009527,0.998891,0,2019/1/23 10:01,2019/1/23 10:01
0.147799,0.191829,0.047191,-0.042897,-0.008587,1.002316,-0.046146,-0.009542,0.998889,0,2019/1/23 10:01,2019/1/23 10:01
0.146252,0.201283,0.043867,-0.042837,-0.007301,0.988811,-0.046143,-0.009533,0.998889,0,2019/1/23 10:01,2019/1/23 10:01
0.200703,0.197101,0.067935,-0.045811,-0.014337,0.995929,-0.046147,-0.009512,0.998889,0,2019/1/23 10:01,2019/1/23 10:01
0.107747,0.182648,-0.038725,-0.050044,-0.006389,0.996866,-0.046139,-0.009516,0.99889,0,2019/1/23 10:01,2019/1/23 10:01
0.227714,0.26821,0.054799,-0.044527,-0.01038,0.99187,-0.046162,-0.009484,0.998889,0,2019/1/23 10:01,2019/1/23 10:01
0.195343,0.247591,0.028976,-0.040347,-0.013101,1.001493,-0.046173,-0.009461,0.998889,0,2019/1/23 10:01,2019/1/23 10:01
0.117542,0.139989,0.110059,-0.045167,-0.007111,0.993187,-0.046159,-0.009464,0.998889,0,2019/1/23 10:01,2019/1/23 10:01
0.120755,0.211073,0.055997,-0.050448,-0.011163,0.995756,-0.046159,-0.009463,0.998889,0,2019/1/23 10:01,2019/1/23 10:01
0.071677,0.261078,0.028049,-0.044809,-0.006891,1.00223,-0.046186,-0.009483,0.998888,0,2019/1/23 10:01,2019/1/23 10:01
0.061791,0.248595,0.029561,-0.042154,-0.006995,0.990695,-0.046198,-0.0095,0.998887,0,2019/1/23 10:01,2019/1/23 10:01
0.154757,0.203467,0.0635,-0.049768,-0.010942,0.998663,-0.046223,-0.009503,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.143579,0.139676,0.021773,-0.050002,-0.001427,1.000164,-0.046202,-0.009496,0.998887,0,2019/1/23 10:01,2019/1/23 10:01
0.183085,0.223371,0.017564,-0.045404,-0.008382,0.996041,-0.04622,-0.00948,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.138656,0.196417,0.058054,-0.04576,-0.012873,1.005453,-0.046216,-0.009473,0.998887,0,2019/1/23 10:01,2019/1/23 10:01
0.026359,0.124644,0.078264,-0.048227,-0.005631,0.994015,-0.046196,-0.009502,0.998887,0,2019/1/23 10:01,2019/1/23 10:01
0.118097,0.180715,0.038873,-0.049308,-0.010634,0.997921,-0.046188,-0.009502,0.998888,0,2019/1/23 10:01,2019/1/23 10:01
0.07729,0.21813,0.016702,-0.043034,-0.006906,1.005622,-0.046219,-0.00952,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.126258,0.250006,0.069583,-0.04447,-0.009257,0.98965,-0.046232,-0.009517,0.998885,0,2019/1/23 10:01,2019/1/23 10:01
0.103031,0.187445,0.111421,-0.047553,-0.014413,0.99949,-0.046236,-0.009524,0.998885,0,2019/1/23 10:01,2019/1/23 10:01
0.061557,0.177874,0.04526,-0.047621,-0.006555,0.996134,-0.046227,-0.009541,0.998885,0,2019/1/23 10:01,2019/1/23 10:01
0.176892,0.217078,0.066989,-0.044837,-0.011982,0.993427,-0.046244,-0.009527,0.998885,0,2019/1/23 10:01,2019/1/23 10:01
0.07769,0.211177,0.005431,-0.044194,-0.012246,1.000894,-0.046245,-0.00954,0.998885,0,2019/1/23 10:01,2019/1/23 10:01
0.024947,0.150128,0.012679,-0.045721,-0.008553,0.990589,-0.046233,-0.009571,0.998885,0,2019/1/23 10:01,2019/1/23 10:01
0.124574,0.164488,0.086414,-0.048155,-0.015164,0.995618,-0.046221,-0.009569,0.998885,0,2019/1/23 10:01,2019/1/23 10:01
0.120358,0.141279,0.125228,-0.043738,-0.006841,1.002003,-0.046206,-0.009569,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.126977,0.176229,0.106557,-0.042023,-0.00817,0.989374,-0.046197,-0.009566,0.998887,0,2019/1/23 10:01,2019/1/23 10:01
0.224296,0.167219,0.043466,-0.048886,-0.011704,1.002436,-0.046191,-0.009536,0.998887,0,2019/1/23 10:01,2019/1/23 10:01
0.08577,0.159071,0.075639,-0.050894,-0.00633,1.000328,-0.046176,-0.009546,0.998888,0,2019/1/23 10:01,2019/1/23 10:01
0.19966,0.209192,0.047683,-0.048464,-0.012933,0.997091,-0.046189,-0.009526,0.998887,0,2019/1/23 10:01,2019/1/23 10:01
0.143933,0.173918,0.080579,-0.044283,-0.012262,1.005811,-0.046179,-0.009518,0.998888,0,2019/1/23 10:01,2019/1/23 10:01
0.00138,0.178867,0.077817,-0.049626,-0.007774,0.992946,-0.046176,-0.009555,0.998888,0,2019/1/23 10:01,2019/1/23 10:01
0.079252,0.18985,0.020275,-0.049664,-0.010908,0.997923,-0.046171,-0.009568,0.998888,0,2019/1/23 10:01,2019/1/23 10:01
0.08379,0.21304,-0.010088,-0.0455,-0.005697,1.00378,-0.046199,-0.009588,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.159745,0.221109,0.081681,-0.043759,-0.007608,0.99054,-0.046203,-0.009575,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.19666,0.205669,0.032911,-0.047903,-0.011192,0.996909,-0.046217,-0.009556,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.125633,0.172575,0.060673,-0.049871,-0.003988,0.999153,-0.046207,-0.009554,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.20555,0.238442,0.002549,-0.045654,-0.012056,0.994241,-0.046226,-0.009531,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.137164,0.198764,0.017619,-0.043851,-0.012285,1.006577,-0.046224,-0.009525,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.001328,0.169502,0.018001,-0.050236,-0.006042,0.992406,-0.04622,-0.009563,0.998886,0,2019/1/23 10:01,2019/1/23 10:01
0.065761,0.25264,-0.018813,-0.049435,-0.011306,0.997898,-0.046234,-0.00958,0.998885,0,2019/1/23 10:01,2019/1/23 10:01
0.074875,0.237358,0.05665,-0.042256,-0.005597,1.000602,-0.046269,-0.009597,0.998883,0,2019/1/23 10:01,2019/1/23 10:01
0.123674,0.223567,-0.027477,-0.041855,-0.009512,0.99325,-0.046274,-0.009596,0.998883,0,2019/1/23 10:01,2019/1/23 10:01
0.147035,0.221272,0.02099,-0.045317,-0.011555,1.001934,-0.046333,-0.009601,0.99888,0,2019/1/23 10:01,2019/1/23 10:01
0.105398,0.186299,0.019624,-0.049023,-0.002339,0.996247,-0.046327,-0.009605,0.99888,0,2019/1/23 10:01,2019/1/23 10:01
0.142657,0.242442,0.005875,-0.046546,-0.0118,0.994365,-0.046361,-0.009599,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.093985,0.233057,0.036762,-0.043946,-0.011578,1.003645,-0.04637,-0.009607,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.051296,0.209973,0.059268,-0.049109,-0.006583,0.990066,-0.046383,-0.009627,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.09943,0.233038,0.033228,-0.048311,-0.011239,0.997112,-0.046391,-0.009634,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.109628,0.233488,0.111925,-0.04444,-0.006853,0.997696,-0.046409,-0.009635,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.168696,0.216381,0.062855,-0.045646,-0.012549,0.991057,-0.046413,-0.00962,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.17837,0.211921,0.026969,-0.047939,-0.012532,1.000887,-0.046432,-0.009605,0.998875,0,2019/1/23 10:01,2019/1/23 10:01
0.08309,0.12535,0.017471,-0.048567,-0.00616,0.997225,-0.046408,-0.009616,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.15492,0.202304,0.03011,-0.045002,-0.013322,0.998118,-0.04645,-0.009613,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.141757,0.175402,0.103602,-0.041784,-0.011704,1.005026,-0.046441,-0.009606,0.998875,0,2019/1/23 10:01,2019/1/23 10:01
0.013503,0.134318,0.031494,-0.049873,-0.00619,0.989756,-0.046423,-0.009638,0.998875,0,2019/1/23 10:01,2019/1/23 10:01
0.174374,0.166203,0.088267,-0.049107,-0.011074,0.999325,-0.046411,-0.009621,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.061239,0.153508,0.022729,-0.045712,-0.004736,0.996796,-0.046404,-0.009638,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.209109,0.116748,0.079183,-0.043659,-0.009337,0.991334,-0.046378,-0.009611,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.205324,0.173479,0.076813,-0.046694,-0.011758,1.002008,-0.046373,-0.009584,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.153602,0.158192,0.106235,-0.04907,-0.002877,0.99477,-0.04636,-0.009573,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.213458,0.224193,0.053054,-0.04446,-0.014755,0.995499,-0.046371,-0.009544,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.151352,0.182774,0.053446,-0.04334,-0.010213,1.005807,-0.046365,-0.009534,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.074247,0.185125,0.052493,-0.050411,-0.006273,0.991183,-0.046378,-0.009545,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.08183,0.223719,0.026316,-0.050157,-0.011859,1.001337,-0.046384,-0.009557,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.039118,0.164393,0.025603,-0.045462,-0.006465,0.998609,-0.046378,-0.00958,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.111901,0.182894,0.07754,-0.046254,-0.010766,0.989523,-0.046372,-0.009582,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.105768,0.180403,0.057085,-0.048509,-0.01142,1.004372,-0.046406,-0.009585,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.075861,0.225923,0.10712,-0.049705,-0.004994,0.993831,-0.046413,-0.009598,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.193118,0.217469,0.06353,-0.0453,-0.014654,0.995165,-0.046425,-0.009575,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.117961,0.154926,0.062934,-0.043335,-0.010734,1.004077,-0.04641,-0.009575,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.026947,0.144587,0.056236,-0.049187,-0.006166,0.990446,-0.046396,-0.009603,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.122849,0.213573,0.052155,-0.04934,-0.013807,1.000654,-0.046399,-0.009601,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.095483,0.197492,0.107146,-0.043957,-0.00761,0.99808,-0.046406,-0.009608,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.121746,0.203385,0.055742,-0.045112,-0.013607,0.991187,-0.046407,-0.009607,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.139262,0.206977,0.013018,-0.045986,-0.013042,1.004024,-0.046455,-0.009618,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.09983,0.194498,0.04886,-0.050196,-0.004359,0.996374,-0.046453,-0.009624,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.193837,0.220964,0.016606,-0.044024,-0.013917,0.994428,-0.046464,-0.009603,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.119488,0.157874,-0.033284,-0.040783,-0.012032,1.002175,-0.046449,-0.009605,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.054147,0.179317,0.017059,-0.047478,-0.00768,0.989843,-0.046447,-0.009627,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.159657,0.238684,-0.023002,-0.048062,-0.011432,0.999023,-0.046458,-0.009616,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.093432,0.198829,0.054444,-0.042533,-0.004198,0.999197,-0.046474,-0.009626,0.998873,0,2019/1/23 10:01,2019/1/23 10:01
0.158146,0.175502,-0.006133,-0.043757,-0.009493,0.989551,-0.046465,-0.009615,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.165064,0.20177,0.002195,-0.048612,-0.012031,1.004832,-0.04647,-0.009604,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.113154,0.168181,0.024748,-0.048622,-0.005469,0.998701,-0.046459,-0.009606,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.143364,0.251315,0.084326,-0.04441,-0.015389,0.995984,-0.046476,-0.0096,0.998873,0,2019/1/23 10:01,2019/1/23 10:01
0.087976,0.157843,0.018366,-0.044154,-0.011159,1.005146,-0.046462,-0.00961,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.02883,0.175093,0.027518,-0.05031,-0.006648,0.991489,-0.046455,-0.009638,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.070732,0.261103,0.055606,-0.046738,-0.01187,0.999461,-0.046473,-0.009653,0.998873,0,2019/1/23 10:01,2019/1/23 10:01
0.075825,0.180334,0.106065,-0.044294,-0.005836,1.000472,-0.046468,-0.009665,0.998873,0,2019/1/23 10:01,2019/1/23 10:01
0.177629,0.1755,0.123365,-0.043884,-0.010146,0.9895,-0.04646,-0.009647,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.166187,0.160473,0.055353,-0.047374,-0.013548,0.999106,-0.046449,-0.009635,0.998874,0,2019/1/23 10:01,2019/1/23 10:01
0.098813,0.148461,0.117151,-0.04856,-0.006777,0.994654,-0.046433,-0.00964,0.998875,0,2019/1/23 10:01,2019/1/23 10:01
0.211007,0.20759,0.139657,-0.045479,-0.014899,0.995317,-0.046435,-0.009612,0.998875,0,2019/1/23 10:01,2019/1/23 10:01
0.157284,0.172012,0.10574,-0.042341,-0.011654,1.003802,-0.046425,-0.0096,0.998876,0,2019/1/23 10:01,2019/1/23 10:01
0.119719,0.112239,0.048074,-0.04708,-0.008284,0.993616,-0.046398,-0.009602,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.162422,0.197895,0.070455,-0.047805,-0.013545,0.998035,-0.046397,-0.009588,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.159327,0.180106,0.11202,-0.044734,-0.007343,1.002969,-0.046391,-0.009578,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.16725,0.181557,0.131063,-0.044928,-0.009187,0.989216,-0.046384,-0.009562,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.167514,0.150653,0.094381,-0.047001,-0.011322,1.002643,-0.046369,-0.00955,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.116102,0.14989,0.073994,-0.048216,-0.001406,0.999302,-0.046353,-0.009551,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.207046,0.245314,0.067373,-0.045248,-0.010832,0.994774,-0.046366,-0.009525,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.120477,0.197001,0.059559,-0.04444,-0.013066,1.007468,-0.046365,-0.009524,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.055093,0.157142,0.044584,-0.04631,-0.004531,0.991315,-0.046351,-0.009545,0.99888,0,2019/1/23 10:01,2019/1/23 10:01
0.173362,0.230068,0.048255,-0.048394,-0.010802,0.999557,-0.046359,-0.009529,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.161674,0.23448,0.065845,-0.043668,-0.002988,1.004516,-0.046368,-0.009514,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.102622,0.210041,0.098302,-0.04379,-0.007932,0.992477,-0.046371,-0.009519,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.13881,0.184125,0.028695,-0.047736,-0.011759,1.00119,-0.046361,-0.009509,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.023585,0.170881,0.089893,-0.050327,-0.003455,0.99808,-0.046352,-0.009538,0.99888,0,2019/1/23 10:01,2019/1/23 10:01
0.136291,0.264595,0.068089,-0.047405,-0.011143,0.991406,-0.046371,-0.00953,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.028097,0.215424,-0.008934,-0.041682,-0.012675,1.005284,-0.046375,-0.009558,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
-0.081722,0.186519,0.013161,-0.047249,-0.007509,0.990099,-0.04637,-0.009619,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.07547,0.225883,0.045248,-0.046823,-0.012517,0.992761,-0.046377,-0.009633,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.061275,0.219233,0.073202,-0.045433,-0.007338,1.00735,-0.046381,-0.009648,0.998877,0,2019/1/23 10:01,2019/1/23 10:01
0.113467,0.14719,0.110971,-0.043864,-0.010141,0.991564,-0.046364,-0.009649,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.108729,0.173298,0.043167,-0.048005,-0.015795,0.996639,-0.046353,-0.009657,0.998878,0,2019/1/23 10:01,2019/1/23 10:01
0.094878,0.136085,0.017927,-0.050053,-0.00605,1.000457,-0.046333,-0.009665,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.153333,0.195914,0.016444,-0.047363,-0.012833,0.994849,-0.046334,-0.009657,0.998879,0,2019/1/23 10:01,2019/1/23 10:01
0.118068,0.1726,0.064372,-0.045354,-0.017398,1.006253,-0.046325,-0.009658,0.99888,0,2019/1/23 10:01,2019/1/23 10:01
0.015512,0.089379,0.082458,-0.049162,-0.008466,0.990911,-0.046291,-0.009689,0.998881,0,2019/1/23 10:01,2019/1/23 10:01
0.176848,0.18871,0.033996,-0.049372,-0.013224,0.993189,-0.046286,-0.009672,0.998881,0,2019/1/23 10:01,2019/1/23 10:01
0.177836,0.201125,0.023121,-0.045251,-0.00812,1.005772,-0.046289,-0.00966,0.998881,0,2019/1/23 10:01,2019/1/23 10:01
0.166154,0.16485,0.061919,-0.043403,-0.008737,0.990669,-0.046277,-0.009646,0.998882,0,2019/1/23 10:01,2019/1/23 10:01
0.168393,0.188582,0.128526,-0.049379,-0.015031,0.995997,-0.046274,-0.009632,0.998882,0,2019/1/23 10:01,2019/1/23 10:01
0.124365,0.143889,0.177506,-0.05181,-0.005707,0.999788,-0.046256,-0.009629,0.998883,0,2019/1/23 10:01,2019/1/23 10:01
0.199106,0.217837,0.103097,-0.050845,-0.009934,0.991394,-0.046264,-0.009605,0.998883,0,2019/1/23 10:01,2019/1/23 10:01
0.164431,0.268038,0.0185,-0.04695,-0.014193,1.00242,-0.046283,-0.009592,0.998882,0,2019/1/23 10:01,2019/1/23 10:01
0.068949,0.123031,0.01496,-0.048893,-0.004074,0.995308,-0.046263,-0.00961,0.998883,0,2019/1/23 10:01,2019/1/23 10:01
0.090618,0.211658,0.063146,-0.051868,-0.009419,0.992765,-0.046266,-0.009618,0.998883,0,2019/1/23 10:01,2019/1/23 10:01
0.130358,0.194538,0.075012,-0.045585,-0.006804,1.006763,-0.046289,-0.009621,0.998882,0,2019/1/23 10:01,2019/1/23 10:01
0.076835,0.147271,0.046755,-0.045806,-0.004742,0.993738,-0.046272,-0.009634,0.998882,0,2019/1/23 10:01,2019/1/23 10:01
0.142113,0.166347,-0.029488,-0.043263,-0.013945,0.995959,-0.046267,-0.00963,0.998883,0,2019/1/23 10:01,2019/1/23 10:01
0.08956,0.097129,0.08369,-0.049018,-0.005486,1.004153,-0.046235,-0.009638,0.998884,0,2019/1/23 10:01,2019/1/23 10:01
